"";"Datum";"bula";"Bevölkerung";"EingetrageneImpfungen";"Teilgeimpfte";"Vollimmunisierte";"Datum_minus7";"vollimmun_minus7";"delta_vollimm";"vollimm_jeTag_last7";"DeltaNonImmBev";"dauerDeltaNonimmBev";"TagErreichenImmunquote";"ImpfquoteAct"
"1";"2021-03-25";"Burgenland";294436;51305;37775;13530;"2021-03-18";10819;2711;387,285714285714;192575;497;"2022-08-04";0,0459522612723988
"2";"2021-03-25";"Kärnten";561293;98718;68582;30136;"2021-03-18";26394;3742;534,571428571429;362769;679;"2023-02-02";0,0536903186036526
"3";"2021-03-25";"Niederösterreich";1684287;287585;211902;75683;"2021-03-18";62312;13371;1910,14285714286;1103318;578;"2022-10-24";0,0449347409319196
"4";"2021-03-25";"Oberösterreich";1490279;226798;167719;59079;"2021-03-18";49531;9548;1364;984116;721;"2023-03-16";0,0396429125016188
"5";"2021-03-25";"Salzburg";558410;82170;58794;23376;"2021-03-18";16386;6990;998,571428571429;367511;368;"2022-03-28";0,0418617145108433
"6";"2021-03-25";"Steiermark";1246395;178905;121176;57729;"2021-03-18";37557;20172;2881,71428571429;814747;283;"2022-01-02";0,0463167775865596
"7";"2021-03-25";"Tirol";757634;162322;132930;29392;"2021-03-18";23581;5811;830,142857142857;500952;603;"2022-11-18";0,0387944574821088
"8";"2021-03-25";"Vorarlberg";397139;71272;53480;17792;"2021-03-18";15306;2486;355,142857142857;260205;733;"2023-03-28";0,0448004351121396
"9";"2021-03-25";"Wien";1911191;270727;204433;66294;"2021-03-18";59734;6560;937,142857142857;1271540;1357;"2024-12-11";0,03468727092164
"10";"2021-03-24";"Burgenland";294436;49868;37515;12353;"2021-03-17";9393;2960;422,857142857143;193752;458;"2022-06-25";0,0419547881373202
"11";"2021-03-24";"Kärnten";561293;96186;66349;29837;"2021-03-17";25283;4554;650,571428571429;363068;558;"2022-10-03";0,0531576199952609
"12";"2021-03-24";"Niederösterreich";1684287;277561;204815;72746;"2021-03-17";60436;12310;1758,57142857143;1106255;629;"2022-12-13";0,0431909763597297
"13";"2021-03-24";"Oberösterreich";1490279;218692;161916;56776;"2021-03-17";47785;8991;1284,42857142857;986419;768;"2023-05-01";0,0380975642815875
"14";"2021-03-24";"Salzburg";558410;79430;57937;21493;"2021-03-17";15651;5842;834,571428571429;369394;443;"2022-06-10";0,0384896402285059
"15";"2021-03-24";"Steiermark";1246395;171201;119232;51969;"2021-03-17";37157;14812;2116;820507;388;"2022-04-16";0,0416954496768681
"16";"2021-03-24";"Tirol";757634;157763;129201;28562;"2021-03-17";22426;6136;876,571428571429;501782;572;"2022-10-17";0,0376989417053617
"17";"2021-03-24";"Vorarlberg";397139;69883;52095;17788;"2021-03-17";15270;2518;359,714285714286;260209;723;"2023-03-17";0,0447903630718716
"18";"2021-03-24";"Wien";1911191;261162;196907;64255;"2021-03-17";59065;5190;741,428571428571;1273579;1718;"2025-12-06";0,0336203969148034
"19";"2021-03-23";"Burgenland";294436;48935;37391;11544;"2021-03-16";8412;3132;447,428571428571;194561;435;"2022-06-01";0,0392071621676697
"20";"2021-03-23";"Kärnten";561293;93470;64578;28892;"2021-03-16";24299;4593;656,142857142857;364013;555;"2022-09-29";0,0514740073366317
"21";"2021-03-23";"Niederösterreich";1684287;268535;199051;69484;"2021-03-16";58276;11208;1601,14285714286;1109517;693;"2023-02-14";0,0412542517991292
"22";"2021-03-23";"Oberösterreich";1490279;212647;157565;55082;"2021-03-16";46464;8618;1231,14285714286;988113;803;"2023-06-04";0,03696086437506
"23";"2021-03-23";"Salzburg";558410;76748;57347;19401;"2021-03-16";15056;4345;620,714285714286;371486;598;"2022-11-11";0,0347432889812145
"24";"2021-03-23";"Steiermark";1246395;162915;117482;45433;"2021-03-16";36872;8561;1223;827043;676;"2023-01-28";0,0364515262015653
"25";"2021-03-23";"Tirol";757634;154043;126342;27701;"2021-03-16";21568;6133;876,142857142857;502643;574;"2022-10-18";0,0365625090743024
"26";"2021-03-23";"Vorarlberg";397139;69869;52081;17788;"2021-03-16";13451;4337;619,571428571429;260209;420;"2022-05-17";0,0447903630718716
"27";"2021-03-23";"Wien";1911191;257437;194028;63409;"2021-03-16";58605;4804;686,285714285714;1274425;1857;"2026-04-23";0,0331777410002454
"28";"2021-03-22";"Burgenland";294436;48791;37291;11500;"2021-03-15";8380;3120;445,714285714286;194605;437;"2022-06-02";0,0390577239196294
"29";"2021-03-22";"Kärnten";561293;91550;62694;28856;"2021-03-15";23262;5594;799,142857142857;364049;456;"2022-06-21";0,051409869711541
"30";"2021-03-22";"Niederösterreich";1684287;261782;194179;67603;"2021-03-15";56671;10932;1561,71428571429;1111398;712;"2023-03-04";0,0401374587585132
"31";"2021-03-22";"Oberösterreich";1490279;207429;153882;53547;"2021-03-15";44883;8664;1237,71428571429;989648;800;"2023-05-31";0,0359308559001368
"32";"2021-03-22";"Salzburg";558410;74160;56704;17456;"2021-03-15";14432;3024;432;373431;864;"2023-08-03";0,0312601851686037
"33";"2021-03-22";"Steiermark";1246395;153794;115750;38044;"2021-03-15";36383;1661;237,285714285714;834432;3517;"2030-11-07";0,0305232289924141
"34";"2021-03-22";"Tirol";757634;150957;123783;27174;"2021-03-15";20796;6378;911,142857142857;503170;552;"2022-09-25";0,0358669225509943
"35";"2021-03-22";"Vorarlberg";397139;69644;51917;17727;"2021-03-15";13442;4285;612,142857142857;260270;425;"2022-05-21";0,0446367644577843
"36";"2021-03-22";"Wien";1911191;252304;189977;62327;"2021-03-15";58034;4293;613,285714285714;1275507;2080;"2026-12-01";0,0326116018754797
"37";"2021-03-21";"Burgenland";294436;48663;37181;11482;"2021-03-14";8348;3134;447,714285714286;194623;435;"2022-05-30";0,0389965900908856
"38";"2021-03-21";"Kärnten";561293;90879;62039;28840;"2021-03-14";23078;5762;823,142857142857;364065;442;"2022-06-06";0,0513813641003896
"39";"2021-03-21";"Niederösterreich";1684287;256298;189229;67069;"2021-03-14";55991;11078;1582,57142857143;1111932;703;"2023-02-22";0,0398204106544787
"40";"2021-03-21";"Oberösterreich";1490279;205296;151898;53398;"2021-03-14";44688;8710;1244,28571428571;989797;795;"2023-05-25";0,0358308746214635
"41";"2021-03-21";"Salzburg";558410;73244;56247;16997;"2021-03-14";14248;2749;392,714285714286;373890;952;"2023-10-29";0,0304382084848051
"42";"2021-03-21";"Steiermark";1246395;152120;114341;37779;"2021-03-14";36051;1728;246,857142857143;834697;3381;"2030-06-23";0,0303106158160134
"43";"2021-03-21";"Tirol";757634;148881;121974;26907;"2021-03-14";20066;6841;977,285714285714;503437;515;"2022-08-18";0,0355145096444985
"44";"2021-03-21";"Vorarlberg";397139;69540;51838;17702;"2021-03-14";13442;4260;608,571428571429;260295;428;"2022-05-23";0,0445738142061092
"45";"2021-03-21";"Wien";1911191;246377;185003;61374;"2021-03-14";56730;4644;663,428571428571;1276460;1924;"2026-06-27";0,0321129599291751
"46";"2021-03-20";"Burgenland";294436;46972;35501;11471;"2021-03-13";8348;3123;446,142857142857;194634;436;"2022-05-30";0,0389592305288755
"47";"2021-03-20";"Kärnten";561293;89691;60860;28831;"2021-03-13";21023;7808;1115,42857142857;364074;326;"2022-02-09";0,051365329694117
"48";"2021-03-20";"Niederösterreich";1684287;252745;187005;65740;"2021-03-13";55706;10034;1433,42857142857;1113261;777;"2023-05-06";0,03903135273264
"49";"2021-03-20";"Oberösterreich";1490279;204410;151535;52875;"2021-03-13";44674;8201;1171,57142857143;990320;845;"2023-07-13";0,0354799336231672
"50";"2021-03-20";"Salzburg";558410;73138;56143;16995;"2021-03-13";14223;2772;396;373892;944;"2023-10-20";0,0304346268870543
"51";"2021-03-20";"Steiermark";1246395;151894;114119;37775;"2021-03-13";36033;1742;248,857142857143;834701;3354;"2030-05-26";0,0303074065605205
"52";"2021-03-20";"Tirol";757634;147533;120693;26840;"2021-03-13";20025;6815;973,571428571429;503504;517;"2022-08-19";0,035426076443243
"53";"2021-03-20";"Vorarlberg";397139;66215;50151;16064;"2021-03-13";13441;2623;374,714285714286;261933;699;"2023-02-17";0,0404493137163562
"54";"2021-03-20";"Wien";1911191;241815;180528;61287;"2021-03-13";56709;4578;654;1276547;1952;"2026-07-24";0,0320674385762595
"55";"2021-03-19";"Burgenland";294436;44745;33387;11358;"2021-03-12";8225;3133;447,571428571429;194747;435;"2022-05-28";0,0385754459373174
"56";"2021-03-19";"Kärnten";561293;85993;59428;26565;"2021-03-12";18942;7623;1089;366340;336;"2022-02-18";0,0473282225148006
"57";"2021-03-19";"Niederösterreich";1684287;235293;171167;64126;"2021-03-12";55281;8845;1263,57142857143;1114875;882;"2023-08-18";0,0380730837440412
"58";"2021-03-19";"Oberösterreich";1490279;200547;148933;51614;"2021-03-12";44602;7012;1001,71428571429;991581;990;"2023-12-04";0,0346337833385561
"59";"2021-03-19";"Salzburg";558410;72780;55851;16929;"2021-03-12";14173;2756;393,714285714286;373958;950;"2023-10-25";0,0303164341612793
"60";"2021-03-19";"Steiermark";1246395;146743;109047;37696;"2021-03-12";35311;2385;340,714285714286;834780;2450;"2027-12-03";0,0302440237645369
"61";"2021-03-19";"Tirol";757634;142872;118818;24054;"2021-03-12";18973;5081;725,857142857143;506290;698;"2023-02-15";0,0317488391492462
"62";"2021-03-19";"Vorarlberg";397139;64859;48799;16060;"2021-03-12";13441;2619;374,142857142857;261937;700;"2023-02-17";0,0404392416760882
"63";"2021-03-19";"Wien";1911191;235856;175545;60311;"2021-03-12";56310;4001;571,571428571429;1277523;2235;"2027-05-02";0,031556762249299
"64";"2021-03-18";"Burgenland";294436;42689;31870;10819;"2021-03-11";8039;2780;397,142857142857;195286;492;"2022-07-23";0,0367448273988235
"65";"2021-03-18";"Kärnten";561293;84871;58477;26394;"2021-03-11";18585;7809;1115,57142857143;366511;329;"2022-02-10";0,0470235687956201
"66";"2021-03-18";"Niederösterreich";1684287;224683;162371;62312;"2021-03-11";54205;8107;1158,14285714286;1116689;964;"2023-11-07";0,0369960701471899
"67";"2021-03-18";"Oberösterreich";1490279;191132;141601;49531;"2021-03-11";44440;5091;727,285714285714;993664;1366;"2024-12-13";0,0332360584830089
"68";"2021-03-18";"Salzburg";558410;70378;53992;16386;"2021-03-11";13698;2688;384;374501;975;"2023-11-18";0,0293440303719489
"69";"2021-03-18";"Steiermark";1246395;136135;98578;37557;"2021-03-11";34752;2805;400,714285714286;834919;2084;"2026-12-01";0,0301325021361607
"70";"2021-03-18";"Tirol";757634;139996;116415;23581;"2021-03-11";18063;5518;788,285714285714;506763;643;"2022-12-21";0,031124527146353
"71";"2021-03-18";"Vorarlberg";397139;62898;47592;15306;"2021-03-11";13353;1953;279;262691;942;"2023-10-16";0,038540662085567
"72";"2021-03-18";"Wien";1911191;230751;171017;59734;"2021-03-11";54595;5139;734,142857142857;1278100;1741;"2025-12-23";0,0312548562650201
"73";"2021-03-17";"Burgenland";294436;40531;31138;9393;"2021-03-10";7282;2111;301,571428571429;196712;652;"2022-12-29";0,0319016696327895
"74";"2021-03-17";"Kärnten";561293;82209;56926;25283;"2021-03-10";18303;6980;997,142857142857;367622;369;"2022-03-21";0,0450442104212951
"75";"2021-03-17";"Niederösterreich";1684287;216498;156062;60436;"2021-03-10";52683;7753;1107,57142857143;1118565;1010;"2023-12-22";0,0358822457217802
"76";"2021-03-17";"Oberösterreich";1490279;181241;133456;47785;"2021-03-10";44229;3556;508;995410;1959;"2026-07-28";0,0320644657812396
"77";"2021-03-17";"Salzburg";558410;67217;51566;15651;"2021-03-10";13248;2403;343,285714285714;375236;1093;"2024-03-14";0,0280277931985459
"78";"2021-03-17";"Steiermark";1246395;134596;97439;37157;"2021-03-10";34498;2659;379,857142857143;835319;2199;"2027-03-25";0,0298115765868766
"79";"2021-03-17";"Tirol";757634;134323;111897;22426;"2021-03-10";17162;5264;752;507918;675;"2023-01-21";0,0296000443485905
"80";"2021-03-17";"Vorarlberg";397139;61442;46172;15270;"2021-03-10";13345;1925;275;262727;955;"2023-10-28";0,0384500137231549
"81";"2021-03-17";"Wien";1911191;223381;164316;59065;"2021-03-10";53357;5708;815,428571428571;1278769;1568;"2025-07-02";0,0309048127581178
"82";"2021-03-16";"Burgenland";294436;39224;30812;8412;"2021-03-09";7263;1149;164,142857142857;197693;1204;"2024-07-02";0,0285698759662541
"83";"2021-03-16";"Kärnten";561293;79765;55466;24299;"2021-03-09";17440;6859;979,857142857143;368606;376;"2022-03-27";0,0432911153354843
"84";"2021-03-16";"Niederösterreich";1684287;207854;149578;58276;"2021-03-09";51060;7216;1030,85714285714;1120725;1087;"2024-03-07";0,0345998039526518
"85";"2021-03-16";"Oberösterreich";1490279;175010;128546;46464;"2021-03-09";44122;2342;334,571428571429;996731;2979;"2029-05-12";0,0311780545790419
"86";"2021-03-16";"Salzburg";558410;64401;49345;15056;"2021-03-09";13056;2000;285,714285714286;375831;1315;"2024-10-21";0,0269622678676958
"87";"2021-03-16";"Steiermark";1246395;133146;96274;36872;"2021-03-09";34168;2704;386,285714285714;835604;2163;"2027-02-16";0,0295829171330116
"88";"2021-03-16";"Tirol";757634;131647;110079;21568;"2021-03-09";16829;4739;677;508776;752;"2023-04-07";0,0284675714131098
"89";"2021-03-16";"Vorarlberg";397139;52110;38659;13451;"2021-03-09";13342;109;15,5714285714286;264546;16989;"2067-09-20";0,0338697534112741
"90";"2021-03-16";"Wien";1911191;217484;158879;58605;"2021-03-09";52689;5916;845,142857142857;1279229;1514;"2025-05-08";0,0306641251450012
"91";"2021-03-15";"Burgenland";294436;39029;30649;8380;"2021-03-08";7229;1151;164,428571428571;197725;1202;"2024-06-29";0,028461193604043
"92";"2021-03-15";"Kärnten";561293;76397;53135;23262;"2021-03-08";17164;6098;871,142857142857;369643;424;"2022-05-13";0,0414435954127345
"93";"2021-03-15";"Niederösterreich";1684287;200391;143720;56671;"2021-03-08";49694;6977;996,714285714286;1122330;1126;"2024-04-14";0,0336468784714244
"94";"2021-03-15";"Oberösterreich";1490279;171700;126817;44883;"2021-03-08";44001;882;126;998312;7923;"2042-11-23";0,0301171794006357
"95";"2021-03-15";"Salzburg";558410;61587;47155;14432;"2021-03-08";12876;1556;222,285714285714;376455;1694;"2025-11-03";0,0258448093694597
"96";"2021-03-15";"Steiermark";1246395;131918;95535;36383;"2021-03-08";33741;2642;377,428571428571;836093;2215;"2027-04-08";0,0291905856490117
"97";"2021-03-15";"Tirol";757634;126829;106033;20796;"2021-03-08";16078;4718;674;509548;756;"2023-04-10";0,0274486097508824
"98";"2021-03-15";"Vorarlberg";397139;52080;38638;13442;"2021-03-08";13342;100;14,2857142857143;264555;18519;"2071-11-27";0,0338470913206711
"99";"2021-03-15";"Wien";1911191;210750;152716;58034;"2021-03-08";52013;6021;860,142857142857;1279800;1488;"2025-04-11";0,0303653585643716
"100";"2021-03-14";"Burgenland";294436;38853;30505;8348;"2021-03-07";7183;1165;166,428571428571;197757;1188;"2024-06-14";0,0283525112418318
"101";"2021-03-14";"Kärnten";561293;75039;51961;23078;"2021-03-07";16501;6577;939,571428571429;369827;394;"2022-04-12";0,0411157808844935
"102";"2021-03-14";"Niederösterreich";1684287;194744;138753;55991;"2021-03-07";49034;6957;993,857142857143;1123010;1130;"2024-04-17";0,0332431468033655
"103";"2021-03-14";"Oberösterreich";1490279;169892;125204;44688;"2021-03-07";43920;768;109,714285714286;998507;9101;"2046-02-12";0,0299863314184794
"104";"2021-03-14";"Salzburg";558410;60093;45845;14248;"2021-03-07";12761;1487;212,428571428571;376639;1773;"2026-01-20";0,0255153023763901
"105";"2021-03-14";"Steiermark";1246395;130506;94455;36051;"2021-03-07";33539;2512;358,857142857143;836425;2331;"2027-08-01";0,0289242174431059
"106";"2021-03-14";"Tirol";757634;120907;100841;20066;"2021-03-07";15951;4115;587,857142857143;510278;868;"2023-07-30";0,0264850838267554
"107";"2021-03-14";"Vorarlberg";397139;52062;38620;13442;"2021-03-07";13341;101;14,4285714285714;264555;18335;"2071-05-26";0,0338470913206711
"108";"2021-03-14";"Wien";1911191;203235;146505;56730;"2021-03-07";51723;5007;715,285714285714;1281104;1791;"2026-02-07";0,0296830615045801
"109";"2021-03-13";"Burgenland";294436;36087;27739;8348;"2021-03-06";7181;1167;166,714285714286;197757;1186;"2024-06-11";0,0283525112418318
"110";"2021-03-13";"Kärnten";561293;69541;48518;21023;"2021-03-06";16497;4526;646,571428571429;371882;575;"2022-10-09";0,0374545914522362
"111";"2021-03-13";"Niederösterreich";1684287;193128;137422;55706;"2021-03-06";48680;7026;1003,71428571429;1123295;1119;"2024-04-05";0,0330739357366055
"112";"2021-03-13";"Oberösterreich";1490279;168854;124180;44674;"2021-03-06";43852;822;117,428571428571;998521;8503;"2044-06-23";0,0299769372043758
"113";"2021-03-13";"Salzburg";558410;59842;45619;14223;"2021-03-06";12748;1475;210,714285714286;376664;1788;"2026-02-03";0,0254705324045056
"114";"2021-03-13";"Steiermark";1246395;130346;94313;36033;"2021-03-06";33419;2614;373,428571428571;836443;2240;"2027-05-01";0,0289097757933881
"115";"2021-03-13";"Tirol";757634;108295;88270;20025;"2021-03-06";15923;4102;586;510319;871;"2023-08-01";0,0264309679871811
"116";"2021-03-13";"Vorarlberg";397139;52048;38607;13441;"2021-03-06";13074;367;52,4285714285714;264556;5046;"2035-01-05";0,0338445733106041
"117";"2021-03-13";"Wien";1911191;199970;143261;56709;"2021-03-06";51690;5019;717;1281125;1787;"2026-02-02";0,0296720735918074
"118";"2021-03-12";"Burgenland";294436;33038;24813;8225;"2021-03-05";7172;1053;150,428571428571;197880;1315;"2024-10-17";0,0279347634120828
"119";"2021-03-12";"Kärnten";561293;63854;44912;18942;"2021-03-05";16318;2624;374,857142857143;373963;998;"2023-12-05";0,0337470804018579
"120";"2021-03-12";"Niederösterreich";1684287;190441;135160;55281;"2021-03-05";47811;7470;1067,14285714286;1123720;1053;"2024-01-29";0,0328216034440686
"121";"2021-03-12";"Oberösterreich";1490279;164963;120361;44602;"2021-03-05";43804;798;114;998593;8760;"2045-03-06";0,0299286241032719
"122";"2021-03-12";"Salzburg";558410;58609;44436;14173;"2021-03-05";12744;1429;204,142857142857;376714;1845;"2026-03-31";0,0253809924607367
"123";"2021-03-12";"Steiermark";1246395;127831;92520;35311;"2021-03-05";33377;1934;276,285714285714;837165;3030;"2029-06-28";0,0283305051769303
"124";"2021-03-12";"Tirol";757634;91180;72207;18973;"2021-03-05";15860;3113;444,714285714286;511371;1150;"2024-05-05";0,0250424347376174
"125";"2021-03-12";"Vorarlberg";397139;52038;38597;13441;"2021-03-05";12086;1355;193,571428571429;264556;1367;"2024-12-08";0,0338445733106041
"126";"2021-03-12";"Wien";1911191;194551;138241;56310;"2021-03-05";51550;4760;680;1281524;1885;"2026-05-10";0,0294633032491258
"127";"2021-03-11";"Burgenland";294436;31937;23898;8039;"2021-03-04";7129;910;130;198066;1524;"2025-05-13";0,0273030471817305
"128";"2021-03-11";"Kärnten";561293;63242;44657;18585;"2021-03-04";16094;2491;355,857142857143;374320;1052;"2024-01-27";0,0331110489530424
"129";"2021-03-11";"Niederösterreich";1684287;180740;126535;54205;"2021-03-04";46436;7769;1109,85714285714;1124796;1013;"2023-12-19";0,0321827574516695
"130";"2021-03-11";"Oberösterreich";1490279;156207;111767;44440;"2021-03-04";43621;819;117;998755;8536;"2044-07-24";0,0298199196257882
"131";"2021-03-11";"Salzburg";558410;55554;41856;13698;"2021-03-04";12572;1126;160,857142857143;377189;2345;"2027-08-12";0,024530362994932
"132";"2021-03-11";"Steiermark";1246395;122856;88104;34752;"2021-03-04";32668;2084;297,714285714286;837724;2814;"2028-11-23";0,0278820117218057
"133";"2021-03-11";"Tirol";757634;73657;55594;18063;"2021-03-04";15732;2331;333;512281;1538;"2025-05-27";0,0238413270787742
"134";"2021-03-11";"Vorarlberg";397139;51750;38397;13353;"2021-03-04";12085;1268;181,142857142857;264644;1461;"2025-03-11";0,0336229884247077
"135";"2021-03-11";"Wien";1911191;185958;131363;54595;"2021-03-04";51001;3594;513,428571428571;1283239;2499;"2028-01-13";0,028565957039354
"136";"2021-03-10";"Burgenland";294436;30712;23430;7282;"2021-03-03";7227;55;7,85714285714286;198823;25305;"2090-06-21";0,0247320300506732
"137";"2021-03-10";"Kärnten";561293;62300;43997;18303;"2021-03-03";16018;2285;326,428571428571;374602;1148;"2024-05-01";0,032608637556499
"138";"2021-03-10";"Niederösterreich";1684287;174051;121368;52683;"2021-03-03";46306;6377;911;1126318;1236;"2024-07-28";0,0312791109828669
"139";"2021-03-10";"Oberösterreich";1490279;147309;103080;44229;"2021-03-03";44593;-364;-52;998966;NA;NA;0,0296783353989421
"140";"2021-03-10";"Salzburg";558410;53136;39888;13248;"2021-03-03";12628;620;88,5714285714286;377639;4264;"2032-11-11";0,0237245035010118
"141";"2021-03-10";"Steiermark";1246395;121292;86794;34498;"2021-03-03";32535;1963;280,428571428571;837978;2988;"2029-05-15";0,0276782239980103
"142";"2021-03-10";"Tirol";757634;63702;46540;17162;"2021-03-03";16258;904;129,142857142857;513182;3974;"2032-01-26";0,0226520985066668
"143";"2021-03-10";"Vorarlberg";397139;49604;36259;13345;"2021-03-03";12230;1115;159,285714285714;264652;1661;"2025-09-26";0,0336028443441717
"144";"2021-03-10";"Wien";1911191;178308;124951;53357;"2021-03-03";51743;1614;230,571428571429;1284477;5571;"2036-06-10";0,0279181934197053
"145";"2021-03-09";"Burgenland";294436;29996;22733;7263;"2021-03-02";7176;87;12,4285714285714;198842;15999;"2064-12-27";0,0246674998981103
"146";"2021-03-09";"Kärnten";561293;60944;43504;17440;"2021-03-02";15988;1452;207,428571428571;375465;1810;"2026-02-21";0,0310711161550206
"147";"2021-03-09";"Niederösterreich";1684287;167414;116354;51060;"2021-03-02";45060;6000;857,142857142857;1127941;1316;"2024-10-15";0,0303154984868968
"148";"2021-03-09";"Oberösterreich";1490279;141796;97674;44122;"2021-03-02";44526;-404;-57,7142857142857;999073;NA;NA;0,0296065367625794
"149";"2021-03-09";"Salzburg";558410;50666;37610;13056;"2021-03-02";12477;579;82,7142857142857;377831;4568;"2033-09-10";0,0233806701169392
"150";"2021-03-09";"Steiermark";1246395;119633;85465;34168;"2021-03-02";31694;2474;353,428571428571;838308;2372;"2027-09-06";0,0274134604198508
"151";"2021-03-09";"Tirol";757634;62407;45578;16829;"2021-03-02";16074;755;107,857142857143;513515;4761;"2034-03-22";0,0222125722974418
"152";"2021-03-09";"Vorarlberg";397139;49488;36146;13342;"2021-03-02";11980;1362;194,571428571429;264655;1360;"2024-11-28";0,0335952903139707
"153";"2021-03-09";"Wien";1911191;170768;118079;52689;"2021-03-02";51600;1089;155,571428571429;1285145;8261;"2043-10-21";0,0275686731467446
"154";"2021-03-08";"Burgenland";294436;28759;21530;7229;"2021-03-01";7107;122;17,4285714285714;198876;11411;"2052-06-04";0,0245520248882609
"155";"2021-03-08";"Kärnten";561293;60309;43145;17164;"2021-03-01";15527;1637;233,857142857143;375741;1607;"2025-08-01";0,0305793943626591
"156";"2021-03-08";"Niederösterreich";1684287;161261;111567;49694;"2021-03-01";43662;6032;861,714285714286;1129307;1311;"2024-10-09";0,0295044728125314
"157";"2021-03-08";"Oberösterreich";1490279;135808;91807;44001;"2021-03-01";44421;-420;-60;999194;NA;NA;0,0295253439121131
"158";"2021-03-08";"Salzburg";558410;47913;35037;12876;"2021-03-01";12392;484;69,1428571428571;378011;5467;"2036-02-25";0,0230583263193711
"159";"2021-03-08";"Steiermark";1246395;117337;83596;33741;"2021-03-01";31166;2575;367,857142857143;838735;2280;"2027-06-05";0,02707087239599
"160";"2021-03-08";"Tirol";757634;60064;43986;16078;"2021-03-01";15784;294;42;514266;12244;"2054-09-15";0,0212213285042646
"161";"2021-03-08";"Vorarlberg";397139;49298;35956;13342;"2021-03-01";11979;1363;194,714285714286;264655;1359;"2024-11-26";0,0335952903139707
"162";"2021-03-08";"Wien";1911191;163152;111139;52013;"2021-03-01";51416;597;85,2857142857143;1285821;15077;"2062-06-18";0,0272149670022515
"163";"2021-03-07";"Burgenland";294436;28597;21414;7183;"2021-02-28";6967;216;30,8571428571429;198922;6447;"2038-10-31";0,0243957939925824
"164";"2021-03-07";"Kärnten";561293;59579;43078;16501;"2021-02-28";15170;1331;190,142857142857;376404;1980;"2026-08-08";0,0293981931005731
"165";"2021-03-07";"Niederösterreich";1684287;158527;109493;49034;"2021-02-28";43174;5860;837,142857142857;1129967;1350;"2024-11-16";0,0291126156052977
"166";"2021-03-07";"Oberösterreich";1490279;133731;89811;43920;"2021-02-28";44290;-370;-52,8571428571429;999275;NA;NA;0,0294709916733712
"167";"2021-03-07";"Salzburg";558410;47365;34604;12761;"2021-02-28";12112;649;92,7142857142857;378126;4078;"2032-05-06";0,0228523844487026
"168";"2021-03-07";"Steiermark";1246395;115687;82148;33539;"2021-02-28";30235;3304;472;838937;1777;"2026-01-17";0,0269088049936015
"169";"2021-03-07";"Tirol";757634;59321;43370;15951;"2021-02-28";15401;550;78,5714285714286;514393;6547;"2039-02-08";0,021053701391437
"170";"2021-03-07";"Vorarlberg";397139;49288;35947;13341;"2021-02-28";11650;1691;241,571428571429;264656;1096;"2024-03-07";0,0335927723039037
"171";"2021-03-07";"Wien";1911191;156728;105005;51723;"2021-02-28";51063;660;94,2857142857143;1286111;13641;"2058-07-12";0,0270632291591997
"172";"2021-03-06";"Burgenland";294436;28550;21369;7181;"2021-02-27";6966;215;30,7142857142857;198924;6477;"2038-11-29";0,0243890013449442
"173";"2021-03-06";"Kärnten";561293;57828;41331;16497;"2021-02-27";15168;1329;189,857142857143;376408;1983;"2026-08-10";0,0293910666977853
"174";"2021-03-06";"Niederösterreich";1684287;157212;108532;48680;"2021-02-27";42941;5739;819,857142857143;1130321;1379;"2024-12-14";0,0289024376486905
"175";"2021-03-06";"Oberösterreich";1490279;133376;89524;43852;"2021-02-27";44185;-333;-47,5714285714286;999343;NA;NA;0,0294253626334398
"176";"2021-03-06";"Salzburg";558410;47298;34550;12748;"2021-02-27";12097;651;93;378139;4066;"2032-04-23";0,0228291040633226
"177";"2021-03-06";"Steiermark";1246395;114934;81515;33419;"2021-02-27";30189;3230;461,428571428571;839057;1818;"2026-02-26";0,0268125273288163
"178";"2021-03-06";"Tirol";757634;58848;42925;15923;"2021-02-27";15343;580;82,8571428571429;514421;6209;"2038-03-06";0,0210167442327034
"179";"2021-03-06";"Vorarlberg";397139;45546;32472;13074;"2021-02-27";11633;1441;205,857142857143;264923;1287;"2024-09-13";0,0329204636160135
"180";"2021-03-06";"Wien";1911191;152841;101151;51690;"2021-02-27";51032;658;94;1286144;13682;"2058-08-21";0,0270459624391283
"181";"2021-03-05";"Burgenland";294436;26307;19135;7172;"2021-02-26";6933;239;34,1428571428571;198933;5826;"2037-02-15";0,0243584344305723
"182";"2021-03-05";"Kärnten";561293;53868;37550;16318;"2021-02-26";15088;1230;175,714285714286;376587;2143;"2027-01-16";0,0290721601730291
"183";"2021-03-05";"Niederösterreich";1684287;154693;106882;47811;"2021-02-26";41783;6028;861,142857142857;1131190;1314;"2024-10-09";0,0283864923258328
"184";"2021-03-05";"Oberösterreich";1490279;130195;86391;43804;"2021-02-26";43963;-159;-22,7142857142857;999391;NA;NA;0,0293931538993705
"185";"2021-03-05";"Salzburg";558410;47057;34313;12744;"2021-02-26";12073;671;95,8571428571429;378143;3945;"2031-12-23";0,0228219408678211
"186";"2021-03-05";"Steiermark";1246395;111731;78354;33377;"2021-02-26";30078;3299;471,285714285714;839099;1780;"2026-01-18";0,0267788301461415
"187";"2021-03-05";"Tirol";757634;57883;42023;15860;"2021-02-26";15152;708;101,142857142857;514484;5087;"2035-02-07";0,0209335906255527
